sample_id,instrument_id,instrument_type,date,test_type,duration_min,turnaround_hours,result,operator,product_family,manual_entry,automation_phase,downtime_flag,downtime_reason
S2024-00215,LUM_01,Luminometer,2024-01-11,Impurity,48.5,24.6,pass,EL,Media_Y,1,Before_Automation,0,
S2024-00216,LUM_01,Luminometer,2024-01-11,Impurity,37.1,37.7,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-00217,LUM_01,Luminometer,2024-01-11,Weigh,47.4,22.0,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00218,LUM_01,Luminometer,2024-01-11,Endotoxin,61.0,31.6,pass,DG,Media_X,0,Before_Automation,0,
S2024-00219,HPLC_01,HPLC,2024-01-12,pH Check,46.5,35.1,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00220,HPLC_01,HPLC,2024-01-12,pH Check,63.6,35.7,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00221,HPLC_01,HPLC,2024-01-12,Impurity,32.3,29.2,pass,BR,Reagent_A,1,Before_Automation,0,
S2024-00222,HPLC_01,HPLC,2024-01-12,Assay,39.9,38.3,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00223,HPLC_01,HPLC,2024-01-12,pH Check,30.1,30.6,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00224,HPLC_01,HPLC,2024-01-12,Impurity,52.4,29.0,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00225,HPLC_02,HPLC,2024-01-12,Impurity,60.8,24.9,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00226,HPLC_02,HPLC,2024-01-12,Endotoxin,37.4,25.9,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00227,HPLC_02,HPLC,2024-01-12,Endotoxin,23.9,27.1,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00228,HPLC_02,HPLC,2024-01-12,Impurity,47.5,22.0,pass,CF,Media_X,1,Before_Automation,0,
S2024-00229,HPLC_02,HPLC,2024-01-12,Endotoxin,51.0,22.1,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00230,UV_01,UV_Spectrometer,2024-01-12,Assay,73.9,29.7,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00231,BAL_01,Analytical_Balance,2024-01-12,Weigh,60.9,24.9,pass,CF,Reagent_A,1,Before_Automation,0,
S2024-00232,BAL_01,Analytical_Balance,2024-01-12,Weigh,26.1,28.0,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00233,BAL_01,Analytical_Balance,2024-01-12,pH Check,16.1,32.0,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00234,BAL_01,Analytical_Balance,2024-01-12,Assay,33.9,28.1,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00235,BAL_01,Analytical_Balance,2024-01-12,pH Check,37.7,32.0,pass,CF,Media_X,1,Before_Automation,0,
S2024-00236,BAL_01,Analytical_Balance,2024-01-12,Impurity,42.5,31.7,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00237,BAL_01,Analytical_Balance,2024-01-12,Endotoxin,29.7,31.8,pass,CF,Reagent_B,1,Before_Automation,0,
S2024-00238,PH_01,pH_Meter,2024-01-12,Assay,55.7,25.8,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00239,PH_01,pH_Meter,2024-01-12,Weigh,34.5,25.1,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00240,PH_01,pH_Meter,2024-01-12,Weigh,35.3,34.3,pass,AD,Media_X,1,Before_Automation,0,
S2024-00241,PH_01,pH_Meter,2024-01-12,Impurity,69.1,37.1,pass,CF,Media_X,1,Before_Automation,0,
S2024-00242,PH_01,pH_Meter,2024-01-12,Endotoxin,58.2,37.1,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00243,PH_01,pH_Meter,2024-01-12,pH Check,58.8,19.7,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00244,PH_01,pH_Meter,2024-01-12,Assay,50.6,33.5,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00245,PH_01,pH_Meter,2024-01-12,Endotoxin,36.7,33.5,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00246,LUM_01,Luminometer,2024-01-12,Endotoxin,53.3,32.7,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00247,HPLC_01,HPLC,2024-01-13,Weigh,50.4,31.0,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00248,HPLC_01,HPLC,2024-01-13,Impurity,40.6,30.1,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00249,HPLC_01,HPLC,2024-01-13,pH Check,33.4,29.1,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00250,UV_01,UV_Spectrometer,2024-01-13,Assay,44.9,28.0,pass,DG,Reagent_A,1,Before_Automation,0,
S2024-00251,UV_01,UV_Spectrometer,2024-01-13,pH Check,42.4,29.7,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00252,BAL_01,Analytical_Balance,2024-01-13,Assay,39.7,33.4,pass,BR,Media_X,1,Before_Automation,0,
S2024-00253,BAL_01,Analytical_Balance,2024-01-13,Assay,67.8,28.2,pass,AD,Media_X,0,Before_Automation,0,
S2024-00254,BAL_01,Analytical_Balance,2024-01-13,Impurity,52.5,30.6,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00255,PH_01,pH_Meter,2024-01-13,Assay,67.8,29.6,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00256,PH_01,pH_Meter,2024-01-13,Weigh,36.4,28.0,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00257,PH_01,pH_Meter,2024-01-13,Weigh,68.2,37.3,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00258,PH_01,pH_Meter,2024-01-13,pH Check,54.1,25.4,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00259,PH_01,pH_Meter,2024-01-13,Weigh,22.0,34.1,pass,CF,Media_X,0,Before_Automation,0,
S2024-00260,PH_01,pH_Meter,2024-01-13,pH Check,53.4,21.3,pass,AD,Media_X,1,Before_Automation,0,
S2024-00261,PH_01,pH_Meter,2024-01-13,Endotoxin,31.5,27.4,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00262,LUM_01,Luminometer,2024-01-13,Assay,39.3,23.9,pass,DG,Media_Y,1,Before_Automation,0,
S2024-00263,LUM_01,Luminometer,2024-01-13,Endotoxin,27.6,24.0,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00264,HPLC_01,HPLC,2024-01-14,Impurity,37.9,31.4,pass,CF,Media_X,0,Before_Automation,0,
S2024-00265,HPLC_01,HPLC,2024-01-14,pH Check,60.3,33.5,pass,BR,Media_X,0,Before_Automation,0,
S2024-00266,HPLC_01,HPLC,2024-01-14,Endotoxin,29.7,30.1,pass,DG,Media_X,0,Before_Automation,0,
S2024-00267,HPLC_02,HPLC,2024-01-14,Impurity,46.8,24.2,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-00268,HPLC_02,HPLC,2024-01-14,Endotoxin,42.6,21.5,pass,DG,Reagent_B,0,Before_Automation,0,
S2024-00269,BAL_01,Analytical_Balance,2024-01-14,Impurity,41.1,30.2,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00270,BAL_01,Analytical_Balance,2024-01-14,Weigh,63.2,29.1,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00271,BAL_01,Analytical_Balance,2024-01-14,pH Check,37.3,27.8,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00272,LUM_01,Luminometer,2024-01-14,Weigh,37.3,35.3,pass,DG,Media_X,1,Before_Automation,0,
S2024-00273,HPLC_01,HPLC,2024-01-15,Weigh,65.1,36.6,pass,DG,Media_Y,1,Before_Automation,0,
S2024-00274,HPLC_01,HPLC,2024-01-15,pH Check,28.6,28.8,pass,DG,Media_X,0,Before_Automation,0,
S2024-00275,HPLC_02,HPLC,2024-01-15,Assay,39.6,36.6,pass,DG,Media_Y,1,Before_Automation,0,
S2024-00276,HPLC_02,HPLC,2024-01-15,Assay,36.8,27.7,pass,EL,Media_X,0,Before_Automation,0,
S2024-00277,HPLC_02,HPLC,2024-01-15,Weigh,42.1,34.3,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00278,HPLC_02,HPLC,2024-01-15,Impurity,35.5,31.7,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00279,UV_01,UV_Spectrometer,2024-01-15,Weigh,40.2,28.2,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00280,BAL_01,Analytical_Balance,2024-01-15,Endotoxin,21.8,17.9,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00281,BAL_01,Analytical_Balance,2024-01-15,pH Check,68.8,27.6,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00282,BAL_01,Analytical_Balance,2024-01-15,Weigh,39.5,37.0,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00283,BAL_01,Analytical_Balance,2024-01-15,Endotoxin,44.7,30.6,pass,AD,Media_X,1,Before_Automation,0,
S2024-00284,BAL_01,Analytical_Balance,2024-01-15,Weigh,19.2,26.2,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00285,BAL_01,Analytical_Balance,2024-01-15,pH Check,56.0,26.7,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00286,BAL_01,Analytical_Balance,2024-01-15,Impurity,63.4,31.7,fail,CF,Media_Y,0,Before_Automation,0,
S2024-00287,BAL_01,Analytical_Balance,2024-01-15,Impurity,27.0,24.6,fail,BR,Media_Y,0,Before_Automation,0,
S2024-00288,PH_01,pH_Meter,2024-01-15,pH Check,14.9,30.7,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00289,PH_01,pH_Meter,2024-01-15,Endotoxin,6.0,35.7,pass,BR,Media_X,0,Before_Automation,0,
S2024-00290,PH_01,pH_Meter,2024-01-15,Impurity,20.9,32.7,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-00291,LUM_01,Luminometer,2024-01-15,pH Check,28.4,31.5,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00292,HPLC_01,HPLC,2024-01-16,Assay,28.8,20.6,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00293,HPLC_01,HPLC,2024-01-16,pH Check,65.5,27.7,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00294,HPLC_01,HPLC,2024-01-16,pH Check,49.1,21.0,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00295,HPLC_02,HPLC,2024-01-16,Impurity,15.8,32.9,pass,AD,Media_X,0,Before_Automation,0,
S2024-00296,UV_01,UV_Spectrometer,2024-01-16,Impurity,54.2,22.8,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00297,UV_01,UV_Spectrometer,2024-01-16,Weigh,44.8,32.4,pass,DG,Reagent_B,0,Before_Automation,0,
S2024-00298,BAL_01,Analytical_Balance,2024-01-16,Assay,34.4,23.6,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-00299,BAL_01,Analytical_Balance,2024-01-16,Endotoxin,56.2,32.7,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00300,BAL_01,Analytical_Balance,2024-01-16,Weigh,20.4,28.6,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00301,PH_01,pH_Meter,2024-01-16,pH Check,47.6,37.4,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00302,PH_01,pH_Meter,2024-01-16,Impurity,67.4,26.0,pass,EL,Media_X,0,Before_Automation,0,
S2024-00303,HPLC_01,HPLC,2024-01-17,Weigh,41.6,30.9,pass,AD,Media_Y,0,Before_Automation,0,
S2024-00304,HPLC_01,HPLC,2024-01-17,pH Check,39.9,24.5,pass,DG,Media_Y,1,Before_Automation,0,
S2024-00305,HPLC_01,HPLC,2024-01-17,Endotoxin,58.9,33.5,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00306,HPLC_02,HPLC,2024-01-17,Impurity,39.8,29.0,pass,BR,Media_X,0,Before_Automation,0,
S2024-00307,HPLC_02,HPLC,2024-01-17,Weigh,45.0,27.5,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00308,HPLC_02,HPLC,2024-01-17,Endotoxin,51.2,36.9,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00309,HPLC_02,HPLC,2024-01-17,Endotoxin,34.4,32.7,fail,BR,Reagent_B,0,Before_Automation,0,
S2024-00310,HPLC_02,HPLC,2024-01-17,Weigh,40.1,39.3,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00311,HPLC_02,HPLC,2024-01-17,pH Check,57.7,31.5,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00312,HPLC_02,HPLC,2024-01-17,Weigh,67.7,35.8,pass,DG,Reagent_B,0,Before_Automation,0,
S2024-00313,UV_01,UV_Spectrometer,2024-01-17,Endotoxin,62.0,36.5,fail,BR,Media_Y,0,Before_Automation,0,
S2024-00314,BAL_01,Analytical_Balance,2024-01-17,Assay,50.3,26.8,fail,CF,Media_X,1,Before_Automation,0,
S2024-00315,BAL_01,Analytical_Balance,2024-01-17,Endotoxin,21.8,23.3,pass,CF,Media_X,0,Before_Automation,0,
S2024-00316,BAL_01,Analytical_Balance,2024-01-17,Impurity,46.6,21.2,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00317,PH_01,pH_Meter,2024-01-17,Impurity,33.3,31.0,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00318,PH_01,pH_Meter,2024-01-17,Weigh,51.9,24.3,pass,EL,Media_X,1,Before_Automation,0,
S2024-00319,PH_01,pH_Meter,2024-01-17,Weigh,30.8,34.2,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00320,PH_01,pH_Meter,2024-01-17,Weigh,74.8,29.7,pass,CF,Reagent_A,1,Before_Automation,0,
S2024-00321,PH_01,pH_Meter,2024-01-17,Weigh,59.9,38.5,pass,EL,Media_X,0,Before_Automation,0,
S2024-00322,PH_01,pH_Meter,2024-01-17,Assay,45.1,26.9,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00323,LUM_01,Luminometer,2024-01-17,Impurity,61.6,30.7,pass,CF,Media_X,1,Before_Automation,0,
S2024-00324,LUM_01,Luminometer,2024-01-17,Impurity,49.0,26.8,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00325,HPLC_01,HPLC,2024-01-18,pH Check,36.5,30.7,pass,AD,Media_Y,1,Before_Automation,0,
S2024-00326,HPLC_01,HPLC,2024-01-18,Weigh,53.5,32.3,pass,CF,Media_X,0,Before_Automation,0,
S2024-00327,HPLC_01,HPLC,2024-01-18,Assay,50.6,34.1,pass,BR,Media_X,0,Before_Automation,0,
S2024-00328,HPLC_01,HPLC,2024-01-18,pH Check,57.9,34.8,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00329,HPLC_01,HPLC,2024-01-18,Assay,36.6,21.6,pass,AD,Media_X,0,Before_Automation,0,
S2024-00330,HPLC_02,HPLC,2024-01-18,pH Check,6.0,29.2,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00331,HPLC_02,HPLC,2024-01-18,Weigh,63.4,22.5,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00332,HPLC_02,HPLC,2024-01-18,Impurity,44.0,29.5,pass,BR,Media_X,0,Before_Automation,0,
S2024-00333,HPLC_02,HPLC,2024-01-18,Impurity,38.7,25.6,pass,DG,Reagent_B,0,Before_Automation,0,
S2024-00334,HPLC_02,HPLC,2024-01-18,Endotoxin,27.4,29.9,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00335,HPLC_02,HPLC,2024-01-18,pH Check,51.9,37.5,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00336,HPLC_02,HPLC,2024-01-18,pH Check,47.3,26.4,pass,EL,Media_X,0,Before_Automation,0,
S2024-00337,UV_01,UV_Spectrometer,2024-01-18,Weigh,49.8,36.2,pass,EL,Media_Y,1,Before_Automation,0,
S2024-00338,UV_01,UV_Spectrometer,2024-01-18,Assay,35.9,33.3,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00339,BAL_01,Analytical_Balance,2024-01-18,Impurity,55.3,31.5,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00340,BAL_01,Analytical_Balance,2024-01-18,Impurity,45.1,23.7,pass,EL,Media_X,0,Before_Automation,0,
S2024-00341,BAL_01,Analytical_Balance,2024-01-18,Weigh,65.2,25.0,pass,EL,Media_X,0,Before_Automation,0,
S2024-00342,PH_01,pH_Meter,2024-01-18,Assay,52.5,23.8,pass,DG,Media_X,0,Before_Automation,0,
S2024-00343,PH_01,pH_Meter,2024-01-18,Weigh,55.9,32.9,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00344,PH_01,pH_Meter,2024-01-18,Assay,35.9,32.3,pass,CF,Reagent_B,1,Before_Automation,0,
S2024-00345,PH_01,pH_Meter,2024-01-18,pH Check,28.2,31.8,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00346,PH_01,pH_Meter,2024-01-18,Impurity,49.7,28.0,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00347,PH_01,pH_Meter,2024-01-18,Endotoxin,55.5,34.8,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00348,LUM_01,Luminometer,2024-01-18,pH Check,40.1,30.8,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00349,LUM_01,Luminometer,2024-01-18,Assay,43.9,25.9,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00350,LUM_01,Luminometer,2024-01-18,pH Check,39.5,25.1,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00351,HPLC_01,HPLC,2024-01-19,Assay,33.5,31.6,pass,BR,Media_Y,1,Before_Automation,0,
S2024-00352,HPLC_01,HPLC,2024-01-19,pH Check,30.9,32.3,pass,AD,Media_X,0,Before_Automation,0,
S2024-00353,HPLC_01,HPLC,2024-01-19,Impurity,61.3,33.7,pass,DG,Media_X,0,Before_Automation,0,
S2024-00354,HPLC_01,HPLC,2024-01-19,Weigh,61.1,30.5,pass,EL,Media_Y,1,Before_Automation,0,
S2024-00355,HPLC_01,HPLC,2024-01-19,Endotoxin,49.9,29.0,pass,AD,Reagent_A,1,Before_Automation,0,
S2024-00356,HPLC_02,HPLC,2024-01-19,Impurity,9.3,26.9,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00357,HPLC_02,HPLC,2024-01-19,Weigh,46.1,31.8,pass,BR,Reagent_A,0,Before_Automation,0,
S2024-00358,UV_01,UV_Spectrometer,2024-01-19,Endotoxin,66.9,32.7,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00359,UV_01,UV_Spectrometer,2024-01-19,Endotoxin,55.9,23.9,pass,EL,Media_X,0,Before_Automation,0,
S2024-00360,UV_01,UV_Spectrometer,2024-01-19,Impurity,56.4,34.2,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00361,BAL_01,Analytical_Balance,2024-01-19,Assay,52.6,29.3,pass,AD,Reagent_A,1,Before_Automation,0,
S2024-00362,BAL_01,Analytical_Balance,2024-01-19,Endotoxin,34.0,31.2,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00363,BAL_01,Analytical_Balance,2024-01-19,Endotoxin,37.2,33.4,pass,DG,Media_X,0,Before_Automation,0,
S2024-00364,BAL_01,Analytical_Balance,2024-01-19,Impurity,44.0,32.8,pass,CF,Media_Y,0,Before_Automation,0,
S2024-00365,BAL_01,Analytical_Balance,2024-01-19,Impurity,23.6,31.9,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00366,BAL_01,Analytical_Balance,2024-01-19,Impurity,55.7,36.6,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00367,BAL_01,Analytical_Balance,2024-01-19,pH Check,40.3,40.8,pass,CF,Media_Y,1,Before_Automation,0,
S2024-00368,PH_01,pH_Meter,2024-01-19,pH Check,45.2,23.0,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00369,PH_01,pH_Meter,2024-01-19,pH Check,37.5,32.1,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00370,PH_01,pH_Meter,2024-01-19,Impurity,55.7,34.8,pass,AD,Media_X,0,Before_Automation,0,
S2024-00371,PH_01,pH_Meter,2024-01-19,Impurity,51.1,24.7,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00372,LUM_01,Luminometer,2024-01-19,Endotoxin,76.7,35.6,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00373,LUM_01,Luminometer,2024-01-19,Assay,36.1,32.6,pass,CF,Reagent_A,1,Before_Automation,0,
S2024-00374,LUM_01,Luminometer,2024-01-19,Endotoxin,22.9,32.0,pass,DG,Media_X,1,Before_Automation,0,
S2024-00375,HPLC_02,HPLC,2024-01-20,Assay,49.7,36.3,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00376,HPLC_02,HPLC,2024-01-20,pH Check,32.8,27.1,pass,DG,Reagent_B,1,Before_Automation,0,
S2024-00377,UV_01,UV_Spectrometer,2024-01-20,Weigh,46.5,36.3,pass,EL,Media_X,0,Before_Automation,0,
S2024-00378,BAL_01,Analytical_Balance,2024-01-20,Impurity,67.9,30.5,pass,EL,Media_X,1,Before_Automation,0,
S2024-00379,BAL_01,Analytical_Balance,2024-01-20,pH Check,53.0,35.3,pass,DG,Media_X,1,Before_Automation,0,
S2024-00380,LUM_01,Luminometer,2024-01-20,Weigh,24.3,26.1,pass,CF,Media_X,0,Before_Automation,0,
S2024-00381,HPLC_01,HPLC,2024-01-21,Impurity,46.2,37.0,pass,DG,Media_Y,1,Before_Automation,0,
S2024-00382,BAL_01,Analytical_Balance,2024-01-21,Endotoxin,68.8,33.7,pass,AD,Reagent_B,0,Before_Automation,0,
S2024-00383,BAL_01,Analytical_Balance,2024-01-21,Impurity,40.5,31.6,pass,DG,Reagent_A,0,Before_Automation,0,
S2024-00384,PH_01,pH_Meter,2024-01-21,pH Check,36.1,34.2,fail,DG,Media_Y,0,Before_Automation,0,
S2024-00385,PH_01,pH_Meter,2024-01-21,Impurity,40.6,29.9,fail,BR,Media_X,0,Before_Automation,0,
S2024-00386,HPLC_01,HPLC,2024-01-22,Assay,45.5,22.2,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00387,HPLC_01,HPLC,2024-01-22,Impurity,54.9,22.6,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00388,HPLC_01,HPLC,2024-01-22,pH Check,21.7,40.3,fail,BR,Media_Y,0,Before_Automation,0,
S2024-00389,HPLC_01,HPLC,2024-01-22,Impurity,46.6,29.5,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00390,HPLC_01,HPLC,2024-01-22,Weigh,48.4,29.2,pass,BR,Reagent_A,1,Before_Automation,0,
S2024-00391,HPLC_02,HPLC,2024-01-22,Assay,58.8,29.9,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00392,HPLC_02,HPLC,2024-01-22,Impurity,52.7,32.4,pass,BR,Reagent_A,1,Before_Automation,0,
S2024-00393,HPLC_02,HPLC,2024-01-22,Weigh,50.2,30.0,fail,CF,Media_X,0,Before_Automation,0,
S2024-00394,HPLC_02,HPLC,2024-01-22,Impurity,18.1,29.8,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00395,UV_01,UV_Spectrometer,2024-01-22,Endotoxin,61.4,23.8,fail,AD,Media_X,0,Before_Automation,0,
S2024-00396,UV_01,UV_Spectrometer,2024-01-22,Weigh,34.5,29.5,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00397,UV_01,UV_Spectrometer,2024-01-22,Impurity,9.3,36.0,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00398,BAL_01,Analytical_Balance,2024-01-22,pH Check,39.3,25.4,pass,EL,Reagent_A,0,Before_Automation,0,
S2024-00399,BAL_01,Analytical_Balance,2024-01-22,Impurity,59.5,26.8,pass,DG,Media_X,0,Before_Automation,0,
S2024-00400,BAL_01,Analytical_Balance,2024-01-22,Weigh,43.5,33.6,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00401,BAL_01,Analytical_Balance,2024-01-22,Weigh,41.6,23.0,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00402,BAL_01,Analytical_Balance,2024-01-22,Weigh,59.2,31.2,fail,AD,Reagent_B,0,Before_Automation,0,
S2024-00403,PH_01,pH_Meter,2024-01-22,Assay,59.5,29.8,pass,BR,Media_X,0,Before_Automation,0,
S2024-00404,PH_01,pH_Meter,2024-01-22,Impurity,50.8,33.0,pass,CF,Reagent_B,0,Before_Automation,0,
S2024-00405,PH_01,pH_Meter,2024-01-22,Impurity,45.5,28.5,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00406,LUM_01,Luminometer,2024-01-22,Assay,38.8,29.8,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00407,HPLC_01,HPLC,2024-01-23,Endotoxin,41.6,34.5,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00408,HPLC_02,HPLC,2024-01-23,pH Check,42.7,35.4,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00409,HPLC_02,HPLC,2024-01-23,Impurity,52.0,41.8,pass,DG,Media_Y,0,Before_Automation,0,
S2024-00410,UV_01,UV_Spectrometer,2024-01-23,Endotoxin,57.9,29.9,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00411,UV_01,UV_Spectrometer,2024-01-23,Assay,37.7,26.6,pass,DG,Reagent_A,1,Before_Automation,0,
S2024-00412,BAL_01,Analytical_Balance,2024-01-23,Weigh,71.4,35.7,pass,AD,Media_X,0,Before_Automation,0,
S2024-00413,BAL_01,Analytical_Balance,2024-01-23,Assay,45.4,38.2,pass,BR,Media_Y,0,Before_Automation,0,
S2024-00414,BAL_01,Analytical_Balance,2024-01-23,Endotoxin,65.2,22.1,pass,EL,Reagent_B,0,Before_Automation,0,
S2024-00415,PH_01,pH_Meter,2024-01-23,Endotoxin,37.9,30.1,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00416,PH_01,pH_Meter,2024-01-23,Impurity,57.6,34.5,pass,BR,Reagent_B,0,Before_Automation,0,
S2024-00417,PH_01,pH_Meter,2024-01-23,Assay,36.1,38.3,pass,CF,Media_X,1,Before_Automation,0,
S2024-00418,PH_01,pH_Meter,2024-01-23,Assay,46.8,28.5,pass,BR,Reagent_B,1,Before_Automation,0,
S2024-00419,LUM_01,Luminometer,2024-01-23,Assay,32.7,34.5,pass,CF,Media_X,1,Before_Automation,0,
S2024-00420,LUM_01,Luminometer,2024-01-23,pH Check,48.8,29.9,pass,AD,Reagent_B,1,Before_Automation,0,
S2024-00421,LUM_01,Luminometer,2024-01-23,Endotoxin,33.1,28.0,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00422,HPLC_01,HPLC,2024-01-24,Assay,58.3,28.7,pass,CF,Reagent_A,0,Before_Automation,0,
S2024-00423,HPLC_01,HPLC,2024-01-24,Endotoxin,56.7,34.0,pass,EL,Media_Y,0,Before_Automation,0,
S2024-00424,HPLC_01,HPLC,2024-01-24,Impurity,65.2,39.7,pass,CF,Media_X,0,Before_Automation,0,
S2024-00425,HPLC_02,HPLC,2024-01-24,Weigh,52.0,33.2,pass,EL,Reagent_B,1,Before_Automation,0,
S2024-00426,HPLC_02,HPLC,2024-01-24,Endotoxin,49.9,24.4,pass,DG,Media_Y,1,Before_Automation,0,
S2024-00427,HPLC_02,HPLC,2024-01-24,Assay,46.2,20.7,pass,AD,Reagent_A,0,Before_Automation,0,
S2024-00428,HPLC_02,HPLC,2024-01-24,Assay,45.1,28.4,fail,AD,Media_Y,1,Before_Automation,0,
S2024-00429,UV_01,UV_Spectrometer,2024-01-24,Impurity,50.8,30.0,pass,EL,Reagent_A,1,Before_Automation,1,calibration
S2024-00430,UV_01,UV_Spectrometer,2024-01-24,Endotoxin,59.5,30.4,pass,BR,Media_X,0,Before_Automation,1,calibration
